,Title,Description,Genre,Actors,Director,rating,Year,Runtime (Minutes)
1815,Annabelle,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,"Horror,Mystery,Thriller","Ward Horton, Annabelle Wallis, Alfre Woodard,Tony Amendola",John R. Leonetti,,2014,99
1816,Wolves at the Door,"Four friends gather at an elegant home during the Summer of Love, 1969. Unbeknownst to them, deadly visitors are waiting outside. What begins as a simple farewell party turns to a night of ... See full summary »","Horror,Thriller","Katie Cassidy, Elizabeth Henstridge, Adam Campbell, Miles Fisher",John R. Leonetti,,2016,73
1817,Suite Française,"During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Bruno von Falk (Matthias Schoenaerts), a German soldier.","Drama,Romance,War","Michelle Williams, Kristin Scott Thomas, Margot Robbie,Eric Godon",Saul Dibb,,2014,107
1818,The Imaginarium of Doctor Parnassus,A traveling theater company gives its audience much more than they were expecting.,"Adventure,Fantasy,Mystery","Christopher Plummer, Lily Cole, Heath Ledger,Andrew Garfield",Terry Gilliam,,2009,123
1819,G.I. Joe: The Rise of Cobra,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.","Action,Adventure,Sci-Fi","Dennis Quaid, Channing Tatum, Marlon Wayans,Adewale Akinnuoye-Agbaje",Stephen Sommers,,2009,118
1820,Christine,"The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.","Biography,Drama","Rebecca Hall, Michael C. Hall, Tracy Letts, Maria Dizzia",Antonio Campos,,2016,119
1821,Man Down,"In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor.","Drama,Thriller","Shia LaBeouf, Jai Courtney, Gary Oldman, Kate Mara",Dito Montiel,,2015,90
1822,Crawlspace,A thriller centered around a widower who moves into a seemingly perfect new home with his daughter and new wife.,"Horror,Thriller","Michael Vartan, Erin Moriarty, Nadine Velazquez,Ronnie Gene Blevins",Phil Claydon,,2016,88
1823,Shut In,"A heart-pounding thriller about a widowed child psychologist who lives in an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.","Drama,Horror,Thriller","Naomi Watts, Charlie Heaton, Jacob Tremblay,Oliver Platt",Farren Blackburn,,2016,91
1824,The Warriors Gate,A teenager is magically transported to China and learns to convert his video game skills into those of a Kung Fu warrior.,"Action,Adventure,Fantasy","Mark Chao, Ni Ni, Dave Bautista, Sienna Guillory",Matthias Hoene,,2016,108
1825,Grindhouse,Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them.,"Action,Horror,Thriller","Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell",Robert Rodriguez,,2007,191
1826,Disaster Movie,"Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.",Comedy,"Carmen Electra, Vanessa Lachey,Nicole Parker, Matt Lanter",Jason Friedberg,,2008,87
1827,Rocky Balboa,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.","Drama,Sport","Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young",Sylvester Stallone,,2006,102
1828,Diary of a Wimpy Kid: Dog Days,"School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?","Comedy,Family","Zachary Gordon, Robert Capron, Devon Bostick,Steve Zahn",David Bowers,,2012,94
1829,Jane Eyre,A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,"Drama,Romance","Mia Wasikowska, Michael Fassbender, Jamie Bell, Su Elliot",Cary Joji Fukunaga,,2011,120
1830,Fool's Gold,A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,"Action,Adventure,Comedy","Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",Andy Tennant,,2008,112
1831,The Dictator,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,Comedy,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley",Larry Charles,,2012,83
1832,The Loft,"Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.","Mystery,Romance,Thriller","Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",Erik Van Looy,,2014,108
1833,Bacalaureat,A film about compromises and the implications of the parent's role.,"Crime,Drama","Adrian Titieni, Maria-Victoria Dragus, Lia Bugnar,Malina Manovici",Cristian Mungiu,,2016,128
1834,You Don't Mess with the Zohan,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,"Action,Comedy","Adam Sandler, John Turturro, Emmanuelle Chriqui,Nick Swardson",Dennis Dugan,,2008,113
1835,Exposed,A police detective investigates the truth behind his partner's death. The mysterious case reveals disturbing police corruption and a dangerous secret involving an unlikely young woman.,"Crime,Drama,Mystery","Ana de Armas, Keanu Reeves, Christopher McDonald, Mira Sorvino",Gee Malik Linton,,2016,102
1836,Maudie,An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.,"Biography,Drama,Romance","Ethan Hawke, Sally Hawkins, Kari Matchett, Zachary Bennett",Aisling Walsh,,2016,115
1837,Horrible Bosses 2,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.","Comedy,Crime","Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston",Sean Anders,,2014,108
1838,A Bigger Splash,The vacation of a famous rock star and a filmmaker in Italy is disrupted by the unexpected visit of an old friend and his daughter.,"Drama,Thriller","Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes, Dakota Johnson",Luca Guadagnino,,2015,125
1839,Melancholia,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,Drama,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård",Lars von Trier,,2011,135
1840,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","Animation,Adventure,Comedy","Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos",Ron Clements,,2009,97
1841,Unstoppable,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.","Action,Thriller","Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",Tony Scott,,2010,98
1842,Flight,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.","Drama,Thriller","Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman",Robert Zemeckis,,2012,138
1843,Home,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.","Animation,Adventure,Comedy","Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez",Tim Johnson,,2015,94
1844,La migliore offerta,"In the world of high-end art auctions and antiques, Virgil Oldman is an elderly and esteemed but eccentric genius art-expert, known and appreciated by the world. Oldman is hired by a ... See full summary »","Crime,Drama,Mystery","Geoffrey Rush, Jim Sturgess, Sylvia Hoeks,Donald Sutherland",Giuseppe Tornatore,,2013,131
1845,Mean Dreams,"Follows Casey and Jonas, two teenagers desperate to escape their broken and abusive homes and examines the desperation of life on the run and the beauty of first love.",Thriller,"Sophie Nélisse, Josh Wiggins, Joe Cobden, Bill Paxton",Nathan Morlando,,2016,108
1846,42,This movie is about Jackie Robinson and his journey to becoming a Brooklyn Dodger and his life during that time.,"Biography,Drama,Sport","Chadwick Boseman, T.R. Knight, Harrison Ford,Nicole Beharie",Brian Helgeland,,2013,128
1847,21,"""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.","Crime,Drama,Thriller","Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo",Robert Luketic,,2008,123
1848,Begin Again,A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents.,"Drama,Music","Keira Knightley, Mark Ruffalo, Adam Levine, Hailee Steinfeld",John Carney,,2013,104
1849,Out of the Furnace,"When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.","Crime,Drama,Thriller","Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson",Scott Cooper,,2013,116
1850,Vicky Cristina Barcelona,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.","Drama,Romance","Rebecca Hall, Scarlett Johansson, Javier Bardem,Christopher Evan Welch",Woody Allen,,2008,96
1851,Kung Fu Panda,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.","Animation,Action,Adventure","Jack Black, Ian McShane,Angelina Jolie, Dustin Hoffman",Mark Osborne,,2008,92
1852,Barbershop: The Next Cut,"As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.","Comedy,Drama","Ice Cube, Regina Hall, Anthony Anderson, Eve",Malcolm D. Lee,,2016,111
1853,Terminator Salvation,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?","Action,Adventure,Drama","Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood",McG,,2009,115
1854,Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.","Biography,Crime,Drama","Hilary Swank, Imelda Staunton, Patrick Dempsey, Scott Glenn",Richard LaGravenese,,2007,123
1855,The Hills Have Eyes,"A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization.",Horror,"Ted Levine, Kathleen Quinlan, Dan Byrd, Emilie de Ravin",Alexandre Aja,,2006,107
1856,Changeling,"A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.","Biography,Drama,Mystery","Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith",Clint Eastwood,,2008,141
1857,Remember Me,"A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.","Drama,Romance","Robert Pattinson, Emilie de Ravin, Caitlyn Rund,Moisés Acevedo",Allen Coulter,,2010,113
1858,Koe no katachi,"The story revolves around Nishimiya Shoko, a grade school student who has impaired hearing. She transfers into a new school, where she is bullied by her classmates, especially Ishida Shouya... See full summary »","Animation,Drama,Romance","Miyu Irino, Saori Hayami, Aoi Yuki, Kenshô Ono",Naoko Yamada,,2016,129
1859,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.","Comedy,Family","Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",Miguel Arteta,,2014,81
