,Actors,Description,Director,Genre,Runtime (Minutes),Title,Year,rating
1651,"Anthony Hopkins, Jeffrey Dean Morgan, Abbie Cornish, Colin Farrell",A psychic works with the FBI in order to hunt down a serial killer.,Afonso Poyart,"Crime,Drama,Mystery",101,Solace,2015,
1652,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,James Wan,"Horror,Mystery,Thriller",103,Insidious,2010,
1653,"Andy Samberg, Jorma Taccone,Akiva Schaffer, Sarah Silverman","When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.",Akiva Schaffer,"Comedy,Music",87,Popstar: Never Stop Never Stopping,2016,
1654,"Ellie Kendrick, David Troughton, Jack Holden,Joe Blakemore","Somerset, October 2014. When Clover Catto (Ellie Kendrick) receives a call telling her that her younger brother Harry (Joe Blakemore) is dead, she must return to her family farm and face ... See full summary »",Hope Dickson Leach,Drama,83,The Levelling,2016,
1655,"Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke","The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",Michael Mann,"Biography,Crime,Drama",140,Public Enemies,2009,
1656,"Ellar Coltrane, Patricia Arquette, Ethan Hawke,Elijah Smith","The life of Mason, from early childhood to his arrival at college.",Richard Linklater,Drama,165,Boyhood,2014,
1657,"Megan Fox, Will Arnett, William Fichtner, Noel Fisher","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",Jonathan Liebesman,"Action,Adventure,Comedy",101,Teenage Mutant Ninja Turtles,2014,
1658,"Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin",A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,David Cronenberg,"Crime,Drama,Mystery",100,Eastern Promises,2007,
1659,"Geoffrey Rush, Nicholas Hope, Sam Neill, Ewen Leslie","The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before.",Simon Stone,Drama,96,The Daughter,2015,
1660,"Seth Rogen, James Franco, Gary Cole, Danny McBride",A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,David Gordon Green,"Action,Comedy,Crime",111,Pineapple Express,2008,
1661,"Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville",A shy senior and a down-to-earth junior fall in love over one weekend.,Jon Kasdan,"Comedy,Drama,Romance",95,The First Time,2012,
1662,"Morgan Freeman, Ed Harris, Casey Affleck, Michelle Monaghan","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",Ben Affleck,"Crime,Drama,Mystery",114,Gone Baby Gone,2007,
1663,"Sandra Bullock, Michael McDonald, Melissa McCarthy,Demián Bichir",An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,Paul Feig,"Action,Comedy,Crime",117,The Heat,2013,
1664,"Isabelle Huppert, André Marcon, Roman Kolinka,Edith Scob","A philosophy teacher soldiers through the death of her mother, getting fired from her job, and dealing with a husband who is cheating on her.",Mia Hansen-Løve,Drama,102,L'avenir,2016,
1665,"Keira Knightley, Jude Law, Aaron Taylor-Johnson,Matthew Macfadyen","In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",Joe Wright,"Drama,Romance",129,Anna Karenina,2012,
1666,"Ethan Hawke, David Thewlis, Emma Watson,Dale Dickey",A detective and a psychoanalyst uncover evidence of a satanic cult while investigating the rape of a young woman.,Alejandro Amenábar,"Crime,Drama,Mystery",106,Regression,2015,
1667,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Seth MacFarlane,"Adventure,Comedy,Romance",115,Ted 2,2015,
1668,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie,Tony Shalhoub",A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,Michael Bay,"Comedy,Crime,Drama",129,Pain & Gain,2013,
1669,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers","A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",Edward Zwick,"Adventure,Drama,Thriller",143,Blood Diamond,2006,
1670,"Colin Firth, Reese Witherspoon, Alessandro Nivola,James Hamrick",The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.,Atom Egoyan,"Biography,Crime,Drama",114,Devil's Knot,2013,
1671,"Tom Hardy, Gary Oldman, Noomi Rapace, Joel Kinnaman",A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,Daniel Espinosa,"Crime,Drama,Thriller",137,Child 44,2015,
1672,"Jeremy Renner, Anthony Mackie, Brian Geraghty,Guy Pearce","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",Kathryn Bigelow,"Drama,History,Thriller",131,The Hurt Locker,2008,
1673,"Ryan Reynolds, Blake Lively, Peter Sarsgaard,Mark Strong","Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",Martin Campbell,"Action,Adventure,Sci-Fi",114,Green Lantern,2011,
1674,"Alexander Skarsgård, Michael Peña, Theo James, Tessa Thompson","Two corrupt cops set out to blackmail and frame every criminal unfortunate enough to cross their path. Events, however, are complicated by the arrival of someone who appears to be even more dangerous than they are.",John Michael McDonagh,"Action,Comedy",98,War on Everyone,2016,
1675,"Thomas Jane, Marcia Gay Harden, Laurie Holden,Andre Braugher","A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",Frank Darabont,Horror,126,The Mist,2007,
1676,"Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio","When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",Mikael Håfström,"Action,Crime,Mystery",115,Escape Plan,2013,
1677,"Lily Collins, Sam Claflin, Christian Cooke, Jaime Winstone","Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another...or could they? When it comes to love, life and making the right choices, these two are their own worst enemies.",Christian Ditter,"Comedy,Romance",102,"Love, Rosie",2014,
1678,"Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney","A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.",Ari Sandel,Comedy,101,The DUFF,2015,
1679,"Byung-hun Lee, Yoo Gong, Kang-ho Song, Ji-min Han",Japanese agents close in as members of the Korean resistance plan an attack in 1920's Seoul.,Jee-woon Kim,"Action,Drama,Thriller",140,The Age of Shadows,2016,
1680,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson","Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",Francis Lawrence,"Action,Adventure,Sci-Fi",123,The Hunger Games: Mockingjay - Part 1,2014,
1681,"Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell","Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",Lynne Ramsay,"Drama,Mystery,Thriller",112,We Need to Talk About Kevin,2011,
1682,"Kate Beckinsale, Chloë Sevigny, Xavier Samuel,Emma Greenwell","Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.",Whit Stillman,"Comedy,Drama,Romance",90,Love & Friendship,2016,
1683,"Lily Collins, Jamie Campbell Bower, Robert Sheehan,Jemima West","When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.",Harald Zwart,"Action,Fantasy,Horror",130,The Mortal Instruments: City of Bones,2013,
1684,"Will Smith, Rosario Dawson, Woody Harrelson,Michael Ealy",A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,Gabriele Muccino,"Drama,Romance",123,Seven Pounds,2008,
1685,"Colin Firth, Geoffrey Rush, Helena Bonham Carter,Derek Jacobi","The story of King George VI of the United Kingdom of Great Britain and Northern Ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.",Tom Hooper,"Biography,Drama",118,The King's Speech,2010,
1686,"Stuart Graham, Laine Megaw, Brian Milligan, Liam McMahon",Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,Steve McQueen,"Biography,Drama",96,Hunger,2008,
1687,"Hayden Christensen, Samuel L. Jackson, Jamie Bell,Rachel Bilson",A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,Doug Liman,"Action,Adventure,Sci-Fi",88,Jumper,2008,
1688,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Lee Unkrich,"Animation,Adventure,Comedy",103,Toy Story 3,2010,
1689,"Gary Oldman, Colin Firth, Tom Hardy, Mark Strong","In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6.",Tomas Alfredson,"Drama,Mystery,Thriller",122,Tinker Tailor Soldier Spy,2011,
1690,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer",Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,Paul W.S. Anderson,"Action,Horror,Sci-Fi",96,Resident Evil: Retribution,2012,
1691,"Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Priyanka Moodley","Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.",Gauri Shinde,"Drama,Romance",151,Dear Zindagi,2016,
1692,"Colin Firth, Jude Law, Nicole Kidman, Laura Linney","A chronicle of Max Perkins's time as the book editor at Scribner, where he oversaw works by Thomas Wolfe, Ernest Hemingway, F. Scott Fitzgerald and others.",Michael Grandage,"Biography,Drama",104,Genius,2016,
1693,"Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje","A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",Paul W.S. Anderson,"Action,Adventure,Drama",105,Pompeii,2014,
1694,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Ang Lee,"Adventure,Drama,Fantasy",127,Life of Pi,2012,
1695,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa,Sarah Roemer",A college professor's bond with the abandoned dog he takes into his home.,Lasse Hallström,"Drama,Family",93,Hachi: A Dog's Tale,2009,
1696,"Channing Tatum, Rosario Dawson, Chris Pratt, Jenna Dewan Tatum","The night before their high school reunion, a group of friends realize they still haven't quite grown up in some ways.",Jamie Linden,"Comedy,Drama,Romance",100,10 Years,2011,
1697,"Michael Pitt, Steven Yeun, Astrid Bergès-Frisbey, Brit Marling",A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.,Mike Cahill,"Drama,Romance,Sci-Fi",106,I Origins,2014,
1698,"Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q",John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,Len Wiseman,"Action,Adventure,Thriller",128,Live Free or Die Hard,2007,
1699,"Wesley Elder, Christina Grimmie, Osric Chau, Olan Rogers","When an idealistic romantic gets fired from his day job, he is offered a ""one-time gig"" to break up a girl's relationship for her disapproving parents. This ""one-time"" gig spreads through ... See full summary »",Caleb Vetter,"Comedy,Romance",94,The Matchbreaker,2016,
